first_pokemon;second_pokemon;winner
Musharna;Purrloin;Purrloin
Timburr;Dedenne;Dedenne
Emboar;Venonat;Emboar
Torterra;Hypno;Hypno
Raikou;Yanmega;Raikou
Arceus;Nidorino;Arceus
Spiritomb;Feebas;Spiritomb
Mienfoo;Dusknoir;Dusknoir
Kabutops;Delphox;Delphox
Durant;Sableye;Durant
Mime Jr.;Landorus Therian Forme;Landorus Therian Forme
Venipede;Claydol;Claydol
Nosepass;Slakoth;Slakoth
Pangoro;Ducklett;Pangoro
Zweilous;Mega Slowbro;Zweilous
Charmander;Bronzor;Charmander
Vanilluxe;Alomomola;Vanilluxe
Abomasnow;Pansear;Pansear
Lileep;Mow Rotom;Mow Rotom
Vanillish;Darmanitan Standard Mode;Darmanitan Standard Mode
Mega Lucario;Tornadus Therian Forme;Tornadus Therian Forme
Lileep;Torkoal;Lileep
Sliggoo;Palkia;Palkia
Bunnelby;Zangoose;Zangoose
Nidorino;Pelipper;Pelipper
Uxie;Lombre;Uxie
Shelmet;Zweilous;Zweilous
Grovyle;Anorith;Grovyle
Clawitzer;Mega Mawile;Clawitzer
Gastly;Foongus;Foongus
Binacle;Mudkip;Binacle
Castform;Helioptile;Helioptile
Raticate;Nidoran♀;Raticate
Arbok;Lickilicky;Arbok
Seviper;Forretress;Seviper
  Farfetch'd  ;Gastrodon;  Farfetch'd  
Feraligatr;Magnezone;Feraligatr
Aipom;Porygon;Aipom
Graveler;Malamar;Malamar
Bouffalant;Mega Medicham;Mega Medicham
Tyrunt;Deoxys Defense Forme;Deoxys Defense Forme
Suicune;Cascoon;Suicune
Mega Absol;Wormadam Sandy Cloak;Mega Absol
Houndoom;Jynx;Jynx
Fletchinder;Simisage;Simisage
Amoonguss;Charmander;Charmander
Simisear;Chimchar;Simisear
Klink;Cobalion;Cobalion
  Scolipede  ;Bisharp;Bisharp
Skarmory;Kyogre;Kyogre
Staravia;Palkia;Palkia
Lileep;Vullaby;Vullaby
Mr. Mime;Golem;Golem
Magnemite;Mega Diancie;Mega Diancie
Braviary;Marill;Braviary
Shaymin Sky Forme;Pupitar;Shaymin Sky Forme
Treecko;Mothim;Treecko
Mismagius;Whimsicott;Whimsicott
Suicune;Yamask;Suicune
Marowak;Vulpix;Vulpix
Galvantula;Treecko;Galvantula
Hawlucha;Whismur;Hawlucha
Beedrill;Wash Rotom;Wash Rotom
Sableye;Munchlax;Munchlax
Glameow;Metagross;Glameow
Nidorina;Charmeleon;Charmeleon
Mewtwo;Liepard;Liepard
Watchog;Growlithe;Watchog
Snubbull;Mega Camerupt;Snubbull
Sewaddle;Miltank;Miltank
Charizard;Murkrow;Charizard
Psyduck;Swablu;Psyduck
Budew;Magikarp;Budew
Dialga;Blaziken;Dialga
Kyurem;Meganium;Kyurem
Mega Lucario;Tentacool;Mega Lucario
Electrike;Sandile;Sandile
Torkoal;Luxray;Luxray
Larvitar;Gourgeist Super Size;Gourgeist Super Size
Audino;Absol;Absol
Stunky;Charmeleon;Charmeleon
Bellossom;Poliwrath;Poliwrath
Amaura;Primal Kyogre;Primal Kyogre
Walrein;Skuntank;Skuntank
Quagsire;  Farfetch'd  ;  Farfetch'd  
Inkay;Axew;Axew
Joltik;Leavanny;Leavanny
Parasect;Linoone;Linoone
Petilil;Scizor;Scizor
Reshiram;Eelektross;Reshiram
Golurk;Pumpkaboo Super Size;Golurk
Drilbur;Wartortle;Drilbur
Cresselia;Noivern;Noivern
Machoke;Machamp;Machamp
Reuniclus;Cubone;Cubone
Tentacool;Combusken;Tentacool
Heat Rotom;Mawile;Heat Rotom
Butterfree;Flabébé;Butterfree
Munchlax;Leavanny;Leavanny
  Grotle  ;Virizion;Virizion
Banette;Kecleon;Kecleon
Aurorus;Dustox;Dustox
Zubat;Magcargo;Zubat
Kakuna;Gothita;Gothita
Spinda;Machamp;Spinda
Delcatty;Glameow;Glameow
Metang;Ledyba;Ledyba
Scatterbug;Deoxys Speed Forme;Deoxys Speed Forme
Aron;Turtwig;Turtwig
Aggron;Skarmory;Skarmory
Squirtle;Mega Sableye;Mega Sableye
Slugma;Shinx;Shinx
Shieldon;Spewpa;Shieldon
Cofagrigus;Magnemite;Magnemite
Mega Sableye;Machoke;Machoke
Drowzee;Miltank;Miltank
Archeops;Nidorino;Archeops
Chesnaught;Whimsicott;Whimsicott
Wingull;Amaura;Wingull
Tympole;Metagross;Metagross
Unown;Jirachi;Jirachi
Stoutland;Blissey;Stoutland
Chansey;Mismagius;Mismagius
Croconaw;Conkeldurr;Croconaw
Spoink;Kyurem;Kyurem
Tentacool;Stunky;Stunky
Chesnaught;Combusken;Chesnaught
Gabite;Blissey;Gabite
Drowzee;Doduo;Doduo
Shaymin Sky Forme;Froslass;Shaymin Sky Forme
Magmar;Weedle;Magmar
Solosis;Phione;Phione
Chatot;Chimchar;Chatot
Lotad;Mega Swampert;Mega Swampert
Machamp;Jolteon;Jolteon
Smoochum;Igglybuff;Smoochum
Heliolisk;Dewott;Heliolisk
Lombre;Gible;Lombre
Skarmory;Golett;Skarmory
Phanpy;Galvantula;Galvantula
Mega Charizard Y;Sawsbuck;Mega Charizard Y
Chimchar;Mudkip;Chimchar
Tranquill;Florges;Florges
Zebstrika;Pignite;Zebstrika
Drifblim;Shiftry;Shiftry
Mega Ampharos;Vanillite;Mega Ampharos
Hoopa Confined;Cyndaquil;Cyndaquil
Porygon2;Amaura;Porygon2
Surskit;Regigigas;Regigigas
Vanillite;Zekrom;Zekrom
Cobalion;Heatran;Cobalion
Golbat;Dragonite;Golbat
Vibrava;Bronzong;Vibrava
Flabébé;Cresselia;Cresselia
Ho-oh;Beldum;Ho-oh
Dewott;Wartortle;Dewott
Swalot;Mega Beedrill;Mega Beedrill
Gurdurr;Clawitzer;Clawitzer
Teddiursa;Electabuzz;Electabuzz
Kyurem White Kyurem;Dustox;Kyurem White Kyurem
Heliolisk;Hydreigon;Heliolisk
Tangrowth;Medicham;Medicham
Skrelp;Basculin;Basculin
Mewtwo;Conkeldurr;Mewtwo
Gabite;Deino;Gabite
Marshtomp;Tyranitar;Tyranitar
Dwebble;Blissey;Blissey
Pachirisu;Haxorus;Haxorus
Gigalith;Skrelp;Skrelp
Samurott;Deerling;Deerling
Inkay;Drowzee;Inkay
Slowking;Machoke;Machoke
Timburr;Flabébé;Flabébé
Gyarados;Meloetta Aria Forme;Meloetta Aria Forme
Cherubi;Primal Groudon;Primal Groudon
Ninjask;Growlithe;Ninjask
Wormadam Trash Cloak;Moltres;Moltres
Nidorina;Klinklang;Klinklang
  Grotle  ;Mega Absol;Mega Absol
Mow Rotom;Breloom;Mow Rotom
Jumpluff;Mega Alakazam;Mega Alakazam
Deoxys Defense Forme;Wormadam Trash Cloak;Deoxys Defense Forme
Seviper;Machop;Seviper
Rayquaza;Lumineon;Rayquaza
Petilil;Seedot;Seedot
Minun;Mismagius;Mismagius
Loudred;Surskit;Surskit
Rhyhorn;Tynamo;Rhyhorn
Dialga;Rotom;Rotom
Keldeo Resolute Forme;Fan Rotom;Keldeo Resolute Forme
Mega Aggron;Bastiodon;Mega Aggron
Metang;Mega Mewtwo X;Mega Mewtwo X
Mega Gengar;Gligar;Mega Gengar
Lileep;Trubbish;Trubbish
Abra;Mantyke;Abra
Quilava;Galvantula;Galvantula
Mega Venusaur;Purugly;Purugly
Dedenne;Kyurem White Kyurem;Dedenne
Shelgon;Froakie;Froakie
Chikorita;Delcatty;Delcatty
  Grotle  ;Uxie;Uxie
Wooper;Rhyperior;Rhyperior
Galvantula;Lillipup;Galvantula
Omastar;Eelektross;Omastar
Golett;Typhlosion;Typhlosion
Litwick;Parasect;Parasect
Magnezone;Klink;Magnezone
Feraligatr;Dustox;Feraligatr
Skuntank;Gurdurr;Skuntank
Weezing;Jumpluff;Jumpluff
Liepard;Beartic;Liepard
Poliwhirl;Quagsire;Poliwhirl
Mow Rotom;Mega Altaria;Mow Rotom
Venusaur;Cottonee;Venusaur
Bouffalant;Shaymin Land Forme;Shaymin Land Forme
Clefairy;Ludicolo;Ludicolo
Electabuzz;Donphan;Donphan
Boldore;Charmeleon;Boldore
Tyrunt;Butterfree;Butterfree
Breloom;Walrein;Breloom
Simisage;Regirock;Simisage
Patrat;Flaaffy;Flaaffy
Petilil;Vaporeon;Vaporeon
Omanyte;Zebstrika;Zebstrika
Drilbur;Seadra;Seadra
Nidorina;Rampardos;Rampardos
Kyurem;Primal Groudon;Kyurem
Shiftry;Helioptile;Shiftry
Shieldon;Fraxure;Fraxure
Shedinja;Cryogonal;Cryogonal
Machop;Entei;Entei
Chimchar;Hypno;Hypno
Mr. Mime;Skarmory;Mr. Mime
Steelix;Whirlipede;Steelix
Meowstic Male;Hoopa Confined;Hoopa Confined
Onix;Zoroark;Zoroark
Aromatisse;Flaaffy;Flaaffy
Milotic;Duosion;Milotic
Primal Groudon;Scizor;Primal Groudon
Octillery;Quilava;Octillery
Pineco;Yveltal;Yveltal
Machamp;Swalot;Swalot
Dunsparce;Serperior;Serperior
Surskit;Vullaby;Surskit
Mega Camerupt;Druddigon;Druddigon
Pumpkaboo Large Size;Scizor;Scizor
Mega Diancie;Sliggoo;Mega Diancie
Mega Lucario;Lampent;Lampent
Rhyperior;Togetic;Togetic
Ponyta;Entei;Entei
Cradily;Karrablast;Karrablast
Slakoth;Diglett;Slakoth
Honedge;Happiny;Happiny
Bellossom;Aggron;Aggron
Sentret;Croconaw;Croconaw
Arceus;Tynamo;Arceus
Cloyster;Klink;Cloyster
Marshtomp;Victini;Victini
Illumise;Murkrow;Murkrow
Cobalion;Braviary;Cobalion
Golbat;Krokorok;Golbat
Latias;Darkrai;Darkrai
Typhlosion;Smoochum;Typhlosion
Hitmonlee;Pinsir;Hitmonlee
Primal Kyogre;Cobalion;Cobalion
Roserade;Keldeo Resolute Forme;Keldeo Resolute Forme
Virizion;Sandile;Virizion
Arbok;Ninetales;Ninetales
Wobbuffet;Sceptile;Sceptile
Conkeldurr;Sunflora;Conkeldurr
Phantump;Virizion;Virizion
Delibird;Hippopotas;Delibird
Swanna;Roselia;Swanna
Remoraid;Dunsparce;Remoraid
Dodrio;Rotom;Dodrio
Girafarig;Torchic;Girafarig
Staraptor;Meloetta Aria Forme;Staraptor
Tynamo;Mega Garchomp;Mega Garchomp
Omanyte;Snorlax;Omanyte
Dialga;Trapinch;Dialga
Braviary;Altaria;Altaria
Golbat;Sandile;Golbat
Abra;Banette;Banette
Drifloon;Poliwrath;Poliwrath
Mega Gardevoir;Empoleon;Mega Gardevoir
Mega Heracross;Shuckle;Mega Heracross
Conkeldurr;Tyrogue;Conkeldurr
Luvdisc;Toxicroak;Luvdisc
Nidorino;Metapod;Nidorino
Ledian;Mega Mewtwo X;Mega Mewtwo X
Joltik;Dragalge;Joltik
Ninetales;Nidoking;Ninetales
Gloom;Doublade;Gloom
Mega Houndoom;DeoxysAttack Forme;DeoxysAttack Forme
Emboar;Cyndaquil;Cyndaquil
Golett;Mothim;Mothim
Venusaur;Gliscor;Gliscor
Venipede;Fletchling;Fletchling
Florges;Mega Rayquaza;Florges
Grumpig;Gothorita;Grumpig
Gigalith;Monferno;Gigalith
Kakuna;Duosion;Kakuna
Poliwrath;Ferroseed;Poliwrath
Stantler;Pidgeot;Pidgeot
Gulpin;Mega Garchomp;Mega Garchomp
Togepi;Sawsbuck;Sawsbuck
Geodude;Altaria;Altaria
Noivern;Exploud;Noivern
Typhlosion;Mega Slowbro;Mega Slowbro
Kecleon;Smoochum;Smoochum
Flygon;Hoothoot;Flygon
Metagross;Pachirisu;Pachirisu
Skiddo;Mudkip;Skiddo
Sawk;Palpitoad;Sawk
Donphan;Registeel;Registeel
Seviper;Gorebyss;Seviper
Poliwrath;Mega Aerodactyl;Mega Aerodactyl
Taillow;Gardevoir;Taillow
Drilbur;Mega Charizard X;Mega Charizard X
Manectric;Onix;Manectric
Beedrill;Golbat;Golbat
Deino;Spritzee;Deino
Lucario;Hawlucha;Hawlucha
Binacle;Gible;Binacle
Mega Glalie;Marill;Mega Glalie
Scatterbug;Diglett;Diglett
Aerodactyl;Weezing;Aerodactyl
Swampert;Victini;Victini
Bellossom;Gourgeist Small Size;Gourgeist Small Size
Mega Blastoise;Noibat;Mega Blastoise
Serperior;Beedrill;Serperior
Onix;Spewpa;Onix
Tyrunt;Litleo;Litleo
Bisharp;Tepig;Bisharp
Swablu;Yamask;Yamask
Dustox;Breloom;Breloom
Loudred;Combee;Combee
Unfezant;Shellos;Unfezant
Octillery;Ludicolo;Ludicolo
Kangaskhan;Malamar;Kangaskhan
Bronzor;Bonsly;Bronzor
Dedenne;Mega Slowbro;Dedenne
Pikachu;Budew;Pikachu
Virizion;Salamence;Virizion
Whismur;Primal Groudon;Primal Groudon
Kyogre;Mow Rotom;Kyogre
Palkia;Cherubi;Palkia
Druddigon;Goodra;Goodra
Glameow;Archeops;Archeops
Swampert;Hitmonchan;Hitmonchan
Teddiursa;Shelmet;Teddiursa
Durant;Graveler;Durant
Taillow;Palkia;Palkia
Electrike;Buneary;Buneary
Nidoqueen;Cyndaquil;Nidoqueen
Espeon;Roserade;Espeon
Flabébé;Burmy;Flabébé
Timburr;Poliwrath;Poliwrath
Magnemite;Wailord;Wailord
Fennekin;Horsea;Horsea
  Scolipede  ;Machamp;  Scolipede  
Jigglypuff;Drifblim;Drifblim
Noibat;Ekans;Ekans
Golett;Oddish;Golett
Vullaby;Nincada;Vullaby
Dragonair;Cacnea;Dragonair
Bellossom;Meowstic Female;Meowstic Female
Mienshao;Mega Gallade;Mega Gallade
Chandelure;Joltik;Chandelure
Togepi;Virizion;Virizion
Mega Scizor;Deoxys Defense Forme;Deoxys Defense Forme
Dusclops;Giratina Origin Forme;Giratina Origin Forme
Mega Salamence;Gigalith;Mega Salamence
Golem;Goomy;Golem
Marill;Trevenant;Trevenant
Gliscor;Surskit;Gliscor
Drifloon;Vullaby;Drifloon
Mega Diancie;Empoleon;Mega Diancie
Mega Lopunny;Mandibuzz;Mega Lopunny
Noibat;Phanpy;Noibat
Arbok;Linoone;Linoone
Simisear;Aegislash Shield Forme;Aegislash Shield Forme
Genesect;Bouffalant;Genesect
Mega Audino;Ivysaur;Ivysaur
Leafeon;Mantyke;Leafeon
Cryogonal;Spewpa;Cryogonal
Suicune;Magmortar;Suicune
Omanyte;Magmortar;Magmortar
Mega Metagross;Kecleon;Mega Metagross
Cacnea;Teddiursa;Teddiursa
Spewpa;Litleo;Litleo
Spinda;Unfezant;Unfezant
Pansear;Drifblim;Drifblim
Sunkern;Magby;Magby
Dusclops;Sewaddle;Sewaddle
Masquerain;Delphox;Delphox
Minun;Diancie;Minun
Hitmontop;Torchic;Hitmontop
Yanma;Malamar;Yanma
Vespiquen;Throh;Throh
Jolteon;Combee;Jolteon
Gible;Castform;Castform
Minun;Gliscor;Gliscor
Umbreon;Toxicroak;Toxicroak
Scrafty;Sharpedo;Sharpedo
Deoxys Defense Forme;Azumarill;Deoxys Defense Forme
Mamoswine;Wooper;Mamoswine
Snubbull;Plusle;Plusle
Magnemite;Excadrill;Excadrill
Finneon;Magby;Magby
Vullaby;Arcanine;Arcanine
Mega Gyarados;Mewtwo;Mewtwo
Palkia;Leafeon;Palkia
Thundurus Incarnate Forme;Quilladin;Thundurus Incarnate Forme
Gourgeist Small Size;Flygon;Flygon
Dialga;Mega Charizard Y;Mega Charizard Y
Patrat;Solosis;Patrat
Volcanion;Mega Absol;Mega Absol
Krabby;Mega Audino;Mega Audino
Greninja;Dewott;Greninja
  Farfetch'd  ;Mega Pinsir;Mega Pinsir
Bunnelby;Mega Blastoise;Mega Blastoise
Cubone;Cofagrigus;Cubone
Sunflora;Dusknoir;Dusknoir
Meowstic Female;Scrafty;Scrafty
Magmortar;Vulpix;Magmortar
Kricketune;Magikarp;Kricketune
Galvantula;Mantine;Galvantula
Abomasnow;Noibat;Abomasnow
Genesect;Litleo;Genesect
Kyogre;Gligar;Kyogre
Victini;Shieldon;Victini
Probopass;Geodude;Probopass
Audino;Marowak;Audino
Corphish;Spewpa;Corphish
Lillipup;Quilladin;Quilladin
Venonat;Furfrou;Furfrou
Pansear;Stunky;Stunky
Quilladin;Seel;Quilladin
Slaking;Dustox;Slaking
Primal Groudon;Basculin;Basculin
Pidgey;Psyduck;Pidgey
Ralts;Azelf;Azelf
Togekiss;Pidgeot;Pidgeot
Fletchling;Donphan;Fletchling
Pikachu;Shelgon;Pikachu
Slowking;Rhyperior;Rhyperior
Ninetales;Houndoom;Ninetales
Bronzong;Manectric;Manectric
Beartic;Raticate;Raticate
Tirtouga;Mega Lucario;Mega Lucario
Inkay;Nuzleaf;Nuzleaf
Buneary;Swirlix;Buneary
Chespin;Omastar;Omastar
Ninetales;Turtwig;Ninetales
Bronzor;Deoxys Defense Forme;Deoxys Defense Forme
Bidoof;Donphan;Donphan
Mandibuzz;Electivire;Electivire
Raikou;Escavalier;Escavalier
Kingler;Milotic;Milotic
Mega Rayquaza;Kricketot;Mega Rayquaza
Oddish;Kirlia;Kirlia
Mega Slowbro;Ledian;Mega Slowbro
Donphan;Skitty;Skitty
Typhlosion;Tympole;Typhlosion
Thundurus Incarnate Forme;Spinda;Thundurus Incarnate Forme
Moltres;Girafarig;Moltres
Piloswine;Cacturne;Cacturne
Magnezone;Dragalge;Magnezone
Breloom;Landorus Incarnate Forme;Landorus Incarnate Forme
Giratina Altered Forme;Bellossom;Giratina Altered Forme
Mega Charizard X;Carvanha;Mega Charizard X
Dusknoir;Oddish;Dusknoir
Gorebyss;Dragalge;Gorebyss
Vespiquen;Alomomola;Alomomola
Garbodor;Forretress;Garbodor
Togetic;Entei;Entei
Electivire;Tornadus Therian Forme;Tornadus Therian Forme
Mega Pidgeot;Kirlia;Mega Pidgeot
Mega Scizor;DeoxysAttack Forme;DeoxysAttack Forme
Bonsly;Electrike;Bonsly
Mesprit;Electrode;Electrode
Mega Mawile;Tepig;Mega Mawile
Mega Lopunny;Tepig;Mega Lopunny
Frogadier;Combee;Frogadier
Carvanha;Metang;Carvanha
Luvdisc;Lillipup;Luvdisc
Skuntank;Latias;Skuntank
Mega Pidgeot;Squirtle;Mega Pidgeot
Azurill;Cacturne;Cacturne
Dunsparce;Oddish;Dunsparce
Oshawott;Staraptor;Staraptor
Swadloon;Audino;Audino
Aurorus;Arceus;Arceus
Mega Tyranitar;Kirlia;Mega Tyranitar
Leavanny;Gloom;Leavanny
Purugly;Bouffalant;Purugly
Manectric;Cranidos;Manectric
Golbat;Bellossom;Golbat
Oddish;Magmortar;Magmortar
Froakie;Jumpluff;Jumpluff
Starmie;Spheal;Starmie
Chikorita;Porygon;Chikorita
Hitmontop;Manectric;Manectric
Volcarona;Magnemite;Volcarona
Throh;Doublade;Doublade
Cacnea;Mega Heracross;Mega Heracross
Hitmonlee;Mesprit;Hitmonlee
Blitzle;Virizion;Virizion
Bouffalant;Slaking;Slaking
Graveler;Parasect;Graveler
Ducklett;Magikarp;Ducklett
Fletchling;Nidoran♂;Fletchling
Mega Steelix;Deoxys Normal Forme;Deoxys Normal Forme
Pidove;Deino;Pidove
Salamence;Rufflet;Salamence
Sigilyph;Flygon;Flygon
Torkoal;Gastly;Torkoal
Quilladin;Crobat;Crobat
Meowstic Female;Seel;Meowstic Female
Clauncher;Wingull;Wingull
Hoothoot;Frillish;Hoothoot
Sawsbuck;Wormadam Plant Cloak;Sawsbuck
Mega Beedrill;Mega Scizor;Mega Scizor
Misdreavus;Raikou;Raikou
Slowbro;Torterra;Torterra
Stantler;Spheal;Stantler
Noctowl;Munna;Noctowl
Mega Manectric;Pidove;Mega Manectric
Eelektross;Pancham;Eelektross
Parasect;Chikorita;Chikorita
Clauncher;Croconaw;Croconaw
Glaceon;Beautifly;Beautifly
Cottonee;Yamask;Cottonee
Grimer;Aipom;Aipom
Mewtwo;Avalugg;Mewtwo
Slugma;Noctowl;Noctowl
Vigoroth;Snorunt;Vigoroth
Cinccino;Lampent;Lampent
Spoink;Mega Salamence;Mega Salamence
Bagon;Starmie;Starmie
Shuckle;Floatzel;Floatzel
Swinub;Machoke;Swinub
Giratina Altered Forme;Tangela;Giratina Altered Forme
Cyndaquil;Combusken;Cyndaquil
Mega Sableye;Happiny;Happiny
Grovyle;Avalugg;Avalugg
Electrike;Burmy;Electrike
Hoopa Unbound;Mega Beedrill;Mega Beedrill
Drifblim;Nuzleaf;Drifblim
Tyrantrum;Timburr;Tyrantrum
Zekrom;Regigigas;Regigigas
Swampert;Sliggoo;Sliggoo
Malamar;Mega Scizor;Mega Scizor
Grumpig;Heat Rotom;Heat Rotom
Minccino;Thundurus Incarnate Forme;Thundurus Incarnate Forme
Floatzel;Dragonair;Floatzel
Gallade;Rotom;Rotom
Zygarde Half Forme;Weedle;Zygarde Half Forme
Liepard;Shuppet;Liepard
Palpitoad;Sawsbuck;Sawsbuck
Manaphy;Machop;Manaphy
Jynx;Whiscash;Jynx
Seismitoad;Luxio;Seismitoad
Uxie;Golem;Uxie
Eelektrik;Mega Rayquaza;Mega Rayquaza
Ninjask;Combusken;Ninjask
Lucario;Manectric;Manectric
Thundurus Incarnate Forme;Panpour;Thundurus Incarnate Forme
Skarmory;Samurott;Samurott
Piloswine;Delcatty;Delcatty
Cacnea;Shiftry;Shiftry
Golurk;Grovyle;Grovyle
Cherubi;Shelgon;Shelgon
Staraptor;Mega Lopunny;Mega Lopunny
Stantler;Koffing;Stantler
Spewpa;Mantine;Mantine
Pancham;Torterra;Torterra
Audino;Xerneas;Xerneas
Slurpuff;Bronzor;Slurpuff
Furfrou;Slurpuff;Furfrou
Quilladin;Spewpa;Quilladin
Victini;Archeops;Archeops
Gloom;Magnemite;Magnemite
Magmortar;Togekiss;Magmortar
Hypno;  Scolipede  ;  Scolipede  
Drowzee;Timburr;Drowzee
Frillish;Jynx;Jynx
Snover;Seedot;Snover
Timburr;Chansey;Timburr
Bronzong;Porygon-Z;Porygon-Z
Gigalith;Stunfisk;Stunfisk
Mega Latios;Mega Scizor;Mega Latios
Huntail;Magnezone;Magnezone
Azumarill;Mew;Mew
Gourgeist Small Size;Fearow;Fearow
Cleffa;Flabébé;Flabébé
Shaymin Sky Forme;Kyurem Black Kyurem;Shaymin Sky Forme
Graveler;Golurk;Golurk
Magnemite;Litwick;Magnemite
Furfrou;Raikou;Raikou
Medicham;Lickilicky;Medicham
Huntail;Volcarona;Volcarona
Clawitzer;Torchic;Clawitzer
Krookodile;Kricketot;Krookodile
Skorupi;Binacle;Skorupi
Shinx;Darmanitan Standard Mode;Darmanitan Standard Mode
Keldeo Ordinary Forme;Timburr;Keldeo Ordinary Forme
Hitmontop;Nincada;Hitmontop
Minun;Munna;Minun
Ducklett;Probopass;Ducklett
Registeel;Sigilyph;Sigilyph
Bibarel;Giratina Altered Forme;Giratina Altered Forme
Bagon;Dratini;Dratini
Nidoran♂;Masquerain;Masquerain
Thundurus Therian Forme;Lombre;Thundurus Therian Forme
Kirlia;Spewpa;Kirlia
Duosion;Carnivine;Carnivine
Rampardos;Azelf;Azelf
Larvesta;Gigalith;Gigalith
Stunfisk;Bunnelby;Bunnelby
Sunflora;Drowzee;Drowzee
Gothorita;Phione;Phione
Yamask;Hitmonlee;Yamask
Frillish;Cottonee;Cottonee
Mega Gyarados;Wynaut;Mega Gyarados
Registeel;Ninetales;Ninetales
Mega Metagross;Dedenne;Mega Metagross
Gyarados;Teddiursa;Gyarados
Emboar;Piloswine;Emboar
Numel;Shaymin Sky Forme;Shaymin Sky Forme
Braixen;Cacturne;Braixen
Skiddo;Electrike;Electrike
Tynamo;Nidoqueen;Nidoqueen
Corsola;Lunatone;Lunatone
Phanpy;Articuno;Articuno
Mantyke;Magby;Magby
Machamp;Metang;Machamp
Cherrim;Avalugg;Avalugg
Kecleon;Magcargo;Kecleon
Lairon;Vileplume;Vileplume
Darkrai;Gourgeist Average Size;Darkrai
Metang;Yanma;Yanma
Pichu;Makuhita;Makuhita
Pichu;Gourgeist Average Size;Gourgeist Average Size
Glameow;Diggersby;Glameow
Squirtle;Marill;Squirtle
Scrafty;Escavalier;Scrafty
Unfezant;Goodra;Unfezant
Surskit;Absol;Absol
Quagsire;Latios;Latios
Elgyem;Mega Sableye;Mega Sableye
Phione;Pachirisu;Pachirisu
Omanyte;Diglett;Diglett
Corsola;Donphan;Donphan
Igglybuff;Lumineon;Lumineon
Vespiquen;Darmanitan Standard Mode;Darmanitan Standard Mode
Cottonee;Bayleef;Cottonee
Natu;Cresselia;Cresselia
Cyndaquil;Cleffa;Cyndaquil
Hippopotas;Ludicolo;Ludicolo
Flabébé;Mega Steelix;Mega Steelix
Chimchar;Shuppet;Chimchar
Hoopa Unbound;Aipom;Aipom
Glalie;Wobbuffet;Glalie
Altaria;Metang;Altaria
Kabuto;Beartic;Kabuto
Cofagrigus;Trevenant;Trevenant
Mienshao;Vanilluxe;Mienshao
Swalot;Snubbull;Swalot
Basculin;Leafeon;Basculin
Aerodactyl;Parasect;Aerodactyl
Meloetta Pirouette Forme;Chimchar;Meloetta Pirouette Forme
Smoochum;Spoink;Smoochum
Diggersby;Gardevoir;Gardevoir
Machamp;Deoxys Defense Forme;Deoxys Defense Forme
Altaria;Swadloon;Altaria
Zapdos;Growlithe;Zapdos
Shellos;Makuhita;Shellos
Kyogre;Roggenrola;Kyogre
Dwebble;Phione;Phione
Tornadus Incarnate Forme;Shiftry;Tornadus Incarnate Forme
Lickitung;Kabuto;Kabuto
Cascoon;Poliwrath;Poliwrath
Electrode;Magcargo;Electrode
Gliscor;Chespin;Gliscor
Aerodactyl;Regirock;Aerodactyl
Mega Gengar;Deoxys Defense Forme;Mega Gengar
Igglybuff;Xatu;Xatu
Dwebble;Rattata;Rattata
Mega Tyranitar;Seaking;Mega Tyranitar
Floatzel;Primal Kyogre;Floatzel
Remoraid;Pidgeotto;Pidgeotto
Basculin;Dusclops;Basculin
Seviper;Hitmontop;Hitmontop
Beheeyem;Blissey;Blissey
Hypno;Whirlipede;Hypno
Manaphy;Plusle;Manaphy
Tyrantrum;Phione;Phione
Vullaby;Boldore;Vullaby
Ninjask;Dialga;Ninjask
Lombre;Haxorus;Haxorus
Cresselia;Masquerain;Cresselia
Floette;Swadloon;Floette
  Farfetch'd  ;Mienfoo;Mienfoo
Tympole;Dewgong;Dewgong
Machop;Pansage;Pansage
Barbaracle;Flareon;Barbaracle
Shelmet;Scyther;Scyther
Tranquill;Oshawott;Tranquill
Deoxys Speed Forme;Pidgeot;Deoxys Speed Forme
Starly;Torterra;Starly
Celebi;Klefki;Celebi
Staryu;Lunatone;Staryu
Charmander;Mewtwo;Mewtwo
Porygon-Z;Cyndaquil;Porygon-Z
Smeargle;Tirtouga;Tirtouga
Lunatone;Quilladin;Lunatone
Durant;Serperior;Serperior
Mega Absol;Volcarona;Mega Absol
Meowth;Venonat;Meowth
Electivire;Volcarona;Volcarona
Pawniard;Girafarig;Girafarig
Dusknoir;Reuniclus;Dusknoir
Magmortar;Sandile;Magmortar
Froakie;Prinplup;Froakie
Skorupi;Rhyperior;Rhyperior
Sawsbuck;Voltorb;Voltorb
Huntail;Dunsparce;Huntail
Pidgeot;Starly;Pidgeot
Feebas;Goomy;Goomy
Lombre;Hoopa Unbound;Hoopa Unbound
Inkay;Barboach;Barboach
Golem;Phantump;Golem
Palkia;Chinchou;Palkia
Mega Salamence;Simisear;Mega Salamence
Graveler;Nosepass;Graveler
Manectric;Mega Garchomp;Manectric
Mega Salamence;Taillow;Mega Salamence
Pidgeot;Banette;Banette
Klang;Karrablast;Karrablast
Claydol;Gigalith;Claydol
Tranquill;Meowth;Meowth
Delphox;Mega Lucario;Mega Lucario
Chatot;Zapdos;Zapdos
Kingdra;Slowpoke;Kingdra
Pignite;Metang;Pignite
Surskit;Tangela;Surskit
Shelmet;Exeggutor;Exeggutor
